iso3,year,region,indicator,value,source
BFA,2014,National,"Children out of school, female (% of female primary school age)",35.26,HDX-WB
BFA,2015,National,"Children out of school, female (% of female primary school age)",33.9,HDX-WB
BFA,2016,National,"Children out of school, female (% of female primary school age)",28.5,HDX-WB
BFA,2017,National,"Children out of school, female (% of female primary school age)",27.49,HDX-WB
BFA,2018,National,"Children out of school, female (% of female primary school age)",25.5,HDX-WB
BFA,2019,National,"Children out of school, female (% of female primary school age)",26.52,HDX-WB
BFA,2020,National,"Children out of school, female (% of female primary school age)",28.74,HDX-WB
BFA,2021,National,"Children out of school, female (% of female primary school age)",28.99,HDX-WB
BFA,2022,National,"Children out of school, female (% of female primary school age)",31.94,HDX-WB
BFA,2023,National,"Children out of school, female (% of female primary school age)",41.38,HDX-WB
BFA,2024,National,"Children out of school, female (% of female primary school age)",33.71,HDX-WB
BFA,1971,National,"Children out of school, male (% of male primary school age)",86.94,HDX-WB
BFA,1972,National,"Children out of school, male (% of male primary school age)",86.6,HDX-WB
BFA,1977,National,"Children out of school, male (% of male primary school age)",84.03,HDX-WB
BFA,1978,National,"Children out of school, male (% of male primary school age)",83.41,HDX-WB
BFA,1979,National,"Children out of school, male (% of male primary school age)",82.83,HDX-WB
BFA,1980,National,"Children out of school, male (% of male primary school age)",82.0,HDX-WB
BFA,1981,National,"Children out of school, male (% of male primary school age)",80.79,HDX-WB
BFA,1982,National,"Children out of school, male (% of male primary school age)",78.98,HDX-WB
BFA,1983,National,"Children out of school, male (% of male primary school age)",77.69,HDX-WB
BFA,1984,National,"Children out of school, male (% of male primary school age)",75.92,HDX-WB
BFA,1985,National,"Children out of school, male (% of male primary school age)",73.43,HDX-WB
BFA,1986,National,"Children out of school, male (% of male primary school age)",71.32,HDX-WB
BFA,1987,National,"Children out of school, male (% of male primary school age)",69.38,HDX-WB
BFA,1988,National,"Children out of school, male (% of male primary school age)",69.03,HDX-WB
BFA,1989,National,"Children out of school, male (% of male primary school age)",68.99,HDX-WB
BFA,1991,National,"Children out of school, male (% of male primary school age)",68.43,HDX-WB
BFA,1992,National,"Children out of school, male (% of male primary school age)",68.0,HDX-WB
BFA,1993,National,"Children out of school, male (% of male primary school age)",67.03,HDX-WB
BFA,1994,National,"Children out of school, male (% of male primary school age)",65.7,HDX-WB
BFA,1995,National,"Children out of school, male (% of male primary school age)",63.93,HDX-WB
BFA,1998,National,"Children out of school, male (% of male primary school age)",60.82,HDX-WB
BFA,1999,National,"Children out of school, male (% of male primary school age)",60.34,HDX-WB
BFA,2000,National,"Children out of school, male (% of male primary school age)",59.07,HDX-WB
BFA,2001,National,"Children out of school, male (% of male primary school age)",58.07,HDX-WB
BFA,2002,National,"Children out of school, male (% of male primary school age)",59.4,HDX-WB
BFA,2003,National,"Children out of school, male (% of male primary school age)",56.95,HDX-WB
BFA,2004,National,"Children out of school, male (% of male primary school age)",55.01,HDX-WB
BFA,2005,National,"Children out of school, male (% of male primary school age)",50.13,HDX-WB
BFA,2006,National,"Children out of school, male (% of male primary school age)",46.7,HDX-WB
BFA,2007,National,"Children out of school, male (% of male primary school age)",41.54,HDX-WB
BFA,2008,National,"Children out of school, male (% of male primary school age)",36.02,HDX-WB
BFA,2009,National,"Children out of school, male (% of male primary school age)",33.63,HDX-WB
BFA,2010,National,"Children out of school, male (% of male primary school age)",38.42,HDX-WB
BFA,2011,National,"Children out of school, male (% of male primary school age)",34.25,HDX-WB
BFA,2012,National,"Children out of school, male (% of male primary school age)",33.76,HDX-WB
BFA,2013,National,"Children out of school, male (% of male primary school age)",33.25,HDX-WB
BFA,2014,National,"Children out of school, male (% of male primary school age)",32.3,HDX-WB
BFA,2015,National,"Children out of school, male (% of male primary school age)",31.14,HDX-WB
BFA,2016,National,"Children out of school, male (% of male primary school age)",25.99,HDX-WB
BFA,2017,National,"Children out of school, male (% of male primary school age)",25.35,HDX-WB
BFA,2018,National,"Children out of school, male (% of male primary school age)",23.43,HDX-WB
BFA,2019,National,"Children out of school, male (% of male primary school age)",25.1,HDX-WB
BFA,2020,National,"Children out of school, male (% of male primary school age)",28.31,HDX-WB
BFA,2021,National,"Children out of school, male (% of male primary school age)",29.12,HDX-WB
BFA,2022,National,"Children out of school, male (% of male primary school age)",32.55,HDX-WB
BFA,2023,National,"Children out of school, male (% of male primary school age)",42.53,HDX-WB
BFA,2024,National,"Children out of school, male (% of male primary school age)",34.85,HDX-WB
BFA,1971,National,"Children out of school, primary",756818.0,HDX-WB
BFA,1972,National,"Children out of school, primary",773080.0,HDX-WB
BFA,1977,National,"Children out of school, primary",859822.0,HDX-WB
BFA,1978,National,"Children out of school, primary",877023.0,HDX-WB
BFA,1979,National,"Children out of school, primary",894304.0,HDX-WB
BFA,1980,National,"Children out of school, primary",909597.0,HDX-WB
BFA,1981,National,"Children out of school, primary",924938.0,HDX-WB
BFA,1982,National,"Children out of school, primary",936560.0,HDX-WB
BFA,1983,National,"Children out of school, primary",952904.0,HDX-WB
BFA,1984,National,"Children out of school, primary",969809.0,HDX-WB
BFA,1985,National,"Children out of school, primary",981512.0,HDX-WB
BFA,1986,National,"Children out of school, primary",997332.0,HDX-WB
BFA,1987,National,"Children out of school, primary",1018021.0,HDX-WB
BFA,1988,National,"Children out of school, primary",1053081.0,HDX-WB
BFA,1989,National,"Children out of school, primary",1090783.0,HDX-WB
BFA,1991,National,"Children out of school, primary",1155723.0,HDX-WB
BFA,1992,National,"Children out of school, primary",1187241.0,HDX-WB
BFA,1993,National,"Children out of school, primary",1210720.0,HDX-WB
BFA,1994,National,"Children out of school, primary",1228796.0,HDX-WB
BFA,1995,National,"Children out of school, primary",1238279.0,HDX-WB
BFA,1998,National,"Children out of school, primary",1276324.0,HDX-WB
BFA,1999,National,"Children out of school, primary",1293085.0,HDX-WB
BFA,2000,National,"Children out of school, primary",1294621.0,HDX-WB
BFA,2001,National,"Children out of school, primary",1299670.0,HDX-WB
BFA,2002,National,"Children out of school, primary",1346670.0,HDX-WB
BFA,2003,National,"Children out of school, primary",1327834.0,HDX-WB
BFA,2004,National,"Children out of school, primary",1313496.0,HDX-WB
BFA,2005,National,"Children out of school, primary",1239744.0,HDX-WB
BFA,2006,National,"Children out of school, primary",1191410.0,HDX-WB
BFA,2007,National,"Children out of school, primary",1101634.0,HDX-WB
BFA,2008,National,"Children out of school, primary",989914.0,HDX-WB
BFA,2009,National,"Children out of school, primary",946050.0,HDX-WB
BFA,2010,National,"Children out of school, primary",1099622.0,HDX-WB
BFA,2011,National,"Children out of school, primary",1009021.0,HDX-WB
BFA,2012,National,"Children out of school, primary",1017434.0,HDX-WB
BFA,2013,National,"Children out of school, primary",1027328.0,HDX-WB
BFA,2014,National,"Children out of school, primary",1035678.0,HDX-WB
BFA,2015,National,"Children out of school, primary",1033081.0,HDX-WB
BFA,2016,National,"Children out of school, primary",895083.0,HDX-WB
BFA,2017,National,"Children out of school, primary",896835.0,HDX-WB
BFA,2018,National,"Children out of school, primary",856576.0,HDX-WB
BFA,2019,National,"Children out of school, primary",929223.0,HDX-WB
BFA,2020,National,"Children out of school, primary",1053836.0,HDX-WB
BFA,2021,National,"Children out of school, primary",1098540.0,HDX-WB
BFA,2022,National,"Children out of school, primary",1244709.0,HDX-WB
BFA,2023,National,"Children out of school, primary",1647302.0,HDX-WB
BFA,2024,National,"Children out of school, primary",1363187.0,HDX-WB
BFA,2000,National,"Children out of school, primary (number)",1294621.0,WorldBank
BFA,2001,National,"Children out of school, primary (number)",1299670.0,WorldBank
BFA,2002,National,"Children out of school, primary (number)",1346670.0,WorldBank
BFA,2003,National,"Children out of school, primary (number)",1327834.0,WorldBank
BFA,2004,National,"Children out of school, primary (number)",1313496.0,WorldBank
BFA,2005,National,"Children out of school, primary (number)",1239744.0,WorldBank
BFA,2006,National,"Children out of school, primary (number)",1191410.0,WorldBank
BFA,2007,National,"Children out of school, primary (number)",1101634.0,WorldBank
BFA,2008,National,"Children out of school, primary (number)",989914.0,WorldBank
BFA,2009,National,"Children out of school, primary (number)",946050.0,WorldBank
BFA,2010,National,"Children out of school, primary (number)",1099622.0,WorldBank
BFA,2011,National,"Children out of school, primary (number)",1009021.0,WorldBank
BFA,2012,National,"Children out of school, primary (number)",1017434.0,WorldBank
BFA,2013,National,"Children out of school, primary (number)",1027328.0,WorldBank
BFA,2014,National,"Children out of school, primary (number)",1035678.0,WorldBank
BFA,2015,National,"Children out of school, primary (number)",1033081.0,WorldBank
BFA,2016,National,"Children out of school, primary (number)",895083.0,WorldBank
BFA,2017,National,"Children out of school, primary (number)",896835.0,WorldBank
BFA,2018,National,"Children out of school, primary (number)",856576.0,WorldBank
BFA,2019,National,"Children out of school, primary (number)",929223.0,WorldBank
BFA,2020,National,"Children out of school, primary (number)",1053836.0,WorldBank
BFA,2021,National,"Children out of school, primary (number)",1098540.0,WorldBank
BFA,2022,National,"Children out of school, primary (number)",1244709.0,WorldBank
BFA,2023,National,"Children out of school, primary (number)",1647302.0,WorldBank
BFA,2024,National,"Children out of school, primary (number)",1363187.0,WorldBank
BFA,1971,National,"Children out of school, primary, female",389391.0,HDX-WB
BFA,1972,National,"Children out of school, primary, female",397620.0,HDX-WB
BFA,1977,National,"Children out of school, primary, female",445230.0,HDX-WB
BFA,1978,National,"Children out of school, primary, female",454783.0,HDX-WB
BFA,1979,National,"Children out of school, primary, female",464062.0,HDX-WB
BFA,1980,National,"Children out of school, primary, female",472263.0,HDX-WB
BFA,1981,National,"Children out of school, primary, female",481794.0,HDX-WB
BFA,1982,National,"Children out of school, primary, female",490294.0,HDX-WB
BFA,1983,National,"Children out of school, primary, female",499377.0,HDX-WB
BFA,1984,National,"Children out of school, primary, female",511121.0,HDX-WB
BFA,1985,National,"Children out of school, primary, female",520981.0,HDX-WB
BFA,1986,National,"Children out of school, primary, female",531864.0,HDX-WB
BFA,1987,National,"Children out of school, primary, female",546526.0,HDX-WB
BFA,1988,National,"Children out of school, primary, female",564996.0,HDX-WB
BFA,1989,National,"Children out of school, primary, female",583796.0,HDX-WB
BFA,1991,National,"Children out of school, primary, female",615485.0,HDX-WB
BFA,1992,National,"Children out of school, primary, female",632446.0,HDX-WB
BFA,1993,National,"Children out of school, primary, female",646036.0,HDX-WB
BFA,1994,National,"Children out of school, primary, female",658163.0,HDX-WB
BFA,1995,National,"Children out of school, primary, female",666874.0,HDX-WB
BFA,1998,National,"Children out of school, primary, female",689701.0,HDX-WB
BFA,1999,National,"Children out of school, primary, female",697750.0,HDX-WB
