iso3,year,region,indicator,value,source
BFA,2004,National,"Repetition rate in Grade 5 of primary education, male (%)",13.97,HDX-WB
BFA,2005,National,"Repetition rate in Grade 5 of primary education, male (%)",14.55,HDX-WB
BFA,2006,National,"Repetition rate in Grade 5 of primary education, male (%)",15.03,HDX-WB
BFA,2007,National,"Repetition rate in Grade 5 of primary education, male (%)",12.85,HDX-WB
BFA,2008,National,"Repetition rate in Grade 5 of primary education, male (%)",12.76,HDX-WB
BFA,2009,National,"Repetition rate in Grade 5 of primary education, male (%)",11.46,HDX-WB
BFA,2011,National,"Repetition rate in Grade 5 of primary education, male (%)",6.35,HDX-WB
BFA,2012,National,"Repetition rate in Grade 5 of primary education, male (%)",5.0,HDX-WB
BFA,2013,National,"Repetition rate in Grade 5 of primary education, male (%)",5.38,HDX-WB
BFA,2014,National,"Repetition rate in Grade 5 of primary education, male (%)",4.92,HDX-WB
BFA,2015,National,"Repetition rate in Grade 5 of primary education, male (%)",5.19,HDX-WB
BFA,2016,National,"Repetition rate in Grade 5 of primary education, male (%)",5.81,HDX-WB
BFA,2017,National,"Repetition rate in Grade 5 of primary education, male (%)",5.35,HDX-WB
BFA,2018,National,"Repetition rate in Grade 5 of primary education, male (%)",5.43,HDX-WB
BFA,1971,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",40.0,HDX-WB
BFA,1972,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",38.78,HDX-WB
BFA,1973,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",40.5,HDX-WB
BFA,1974,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",39.1,HDX-WB
BFA,1975,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",38.76,HDX-WB
BFA,1976,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",39.01,HDX-WB
BFA,1977,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",42.35,HDX-WB
BFA,1978,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",41.4,HDX-WB
BFA,1979,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",42.93,HDX-WB
BFA,1980,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",40.03,HDX-WB
BFA,1981,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",41.38,HDX-WB
BFA,1982,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",45.6,HDX-WB
BFA,1983,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",44.26,HDX-WB
BFA,1984,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",37.84,HDX-WB
BFA,1986,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",44.07,HDX-WB
BFA,1987,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",40.01,HDX-WB
BFA,1988,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",44.12,HDX-WB
BFA,1989,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",45.72,HDX-WB
BFA,1990,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",45.19,HDX-WB
BFA,1994,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",37.02,HDX-WB
BFA,1998,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",42.02,HDX-WB
BFA,1999,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",36.51,HDX-WB
BFA,2000,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",41.63,HDX-WB
BFA,2001,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",36.12,HDX-WB
BFA,2002,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",34.35,HDX-WB
BFA,2003,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",33.14,HDX-WB
BFA,2004,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",31.2,HDX-WB
BFA,2005,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",32.05,HDX-WB
BFA,2006,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",32.05,HDX-WB
BFA,2007,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",28.83,HDX-WB
BFA,2008,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",33.17,HDX-WB
BFA,2009,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",28.56,HDX-WB
BFA,2011,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",29.46,HDX-WB
BFA,2012,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",25.89,HDX-WB
BFA,2013,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",22.48,HDX-WB
BFA,2014,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",13.28,HDX-WB
BFA,2015,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",15.75,HDX-WB
BFA,2016,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",19.93,HDX-WB
BFA,2017,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",15.47,HDX-WB
BFA,2018,National,"Repetition rate in Grade 6 of primary education, both sexes (%)",18.95,HDX-WB
BFA,1971,National,"Repetition rate in Grade 6 of primary education, female (%)",43.53,HDX-WB
BFA,1972,National,"Repetition rate in Grade 6 of primary education, female (%)",40.19,HDX-WB
BFA,1973,National,"Repetition rate in Grade 6 of primary education, female (%)",41.1,HDX-WB
BFA,1974,National,"Repetition rate in Grade 6 of primary education, female (%)",39.02,HDX-WB
BFA,1975,National,"Repetition rate in Grade 6 of primary education, female (%)",39.99,HDX-WB
BFA,1976,National,"Repetition rate in Grade 6 of primary education, female (%)",39.23,HDX-WB
BFA,1977,National,"Repetition rate in Grade 6 of primary education, female (%)",41.52,HDX-WB
BFA,1978,National,"Repetition rate in Grade 6 of primary education, female (%)",40.87,HDX-WB
BFA,1979,National,"Repetition rate in Grade 6 of primary education, female (%)",43.35,HDX-WB
BFA,1980,National,"Repetition rate in Grade 6 of primary education, female (%)",39.78,HDX-WB
BFA,1981,National,"Repetition rate in Grade 6 of primary education, female (%)",41.47,HDX-WB
BFA,1982,National,"Repetition rate in Grade 6 of primary education, female (%)",45.0,HDX-WB
BFA,1983,National,"Repetition rate in Grade 6 of primary education, female (%)",40.18,HDX-WB
BFA,1984,National,"Repetition rate in Grade 6 of primary education, female (%)",38.6,HDX-WB
BFA,1986,National,"Repetition rate in Grade 6 of primary education, female (%)",43.72,HDX-WB
BFA,1987,National,"Repetition rate in Grade 6 of primary education, female (%)",41.73,HDX-WB
BFA,1988,National,"Repetition rate in Grade 6 of primary education, female (%)",44.1,HDX-WB
BFA,1989,National,"Repetition rate in Grade 6 of primary education, female (%)",46.62,HDX-WB
BFA,1990,National,"Repetition rate in Grade 6 of primary education, female (%)",45.49,HDX-WB
BFA,1994,National,"Repetition rate in Grade 6 of primary education, female (%)",39.34,HDX-WB
BFA,1998,National,"Repetition rate in Grade 6 of primary education, female (%)",44.28,HDX-WB
BFA,1999,National,"Repetition rate in Grade 6 of primary education, female (%)",37.45,HDX-WB
BFA,2000,National,"Repetition rate in Grade 6 of primary education, female (%)",43.59,HDX-WB
BFA,2001,National,"Repetition rate in Grade 6 of primary education, female (%)",37.21,HDX-WB
BFA,2002,National,"Repetition rate in Grade 6 of primary education, female (%)",35.76,HDX-WB
BFA,2003,National,"Repetition rate in Grade 6 of primary education, female (%)",34.47,HDX-WB
BFA,2004,National,"Repetition rate in Grade 6 of primary education, female (%)",32.34,HDX-WB
BFA,2005,National,"Repetition rate in Grade 6 of primary education, female (%)",33.37,HDX-WB
BFA,2006,National,"Repetition rate in Grade 6 of primary education, female (%)",33.98,HDX-WB
BFA,2007,National,"Repetition rate in Grade 6 of primary education, female (%)",31.42,HDX-WB
BFA,2008,National,"Repetition rate in Grade 6 of primary education, female (%)",36.72,HDX-WB
BFA,2009,National,"Repetition rate in Grade 6 of primary education, female (%)",30.95,HDX-WB
BFA,2011,National,"Repetition rate in Grade 6 of primary education, female (%)",31.94,HDX-WB
BFA,2012,National,"Repetition rate in Grade 6 of primary education, female (%)",28.23,HDX-WB
BFA,2013,National,"Repetition rate in Grade 6 of primary education, female (%)",24.54,HDX-WB
BFA,2014,National,"Repetition rate in Grade 6 of primary education, female (%)",14.88,HDX-WB
BFA,2015,National,"Repetition rate in Grade 6 of primary education, female (%)",17.24,HDX-WB
BFA,2016,National,"Repetition rate in Grade 6 of primary education, female (%)",21.78,HDX-WB
BFA,2017,National,"Repetition rate in Grade 6 of primary education, female (%)",16.63,HDX-WB
BFA,2018,National,"Repetition rate in Grade 6 of primary education, female (%)",20.79,HDX-WB
BFA,1971,National,"Repetition rate in Grade 6 of primary education, male (%)",38.3,HDX-WB
BFA,1972,National,"Repetition rate in Grade 6 of primary education, male (%)",38.04,HDX-WB
BFA,1973,National,"Repetition rate in Grade 6 of primary education, male (%)",40.17,HDX-WB
BFA,1974,National,"Repetition rate in Grade 6 of primary education, male (%)",39.14,HDX-WB
BFA,1975,National,"Repetition rate in Grade 6 of primary education, male (%)",38.08,HDX-WB
BFA,1976,National,"Repetition rate in Grade 6 of primary education, male (%)",38.88,HDX-WB
BFA,1977,National,"Repetition rate in Grade 6 of primary education, male (%)",42.83,HDX-WB
BFA,1978,National,"Repetition rate in Grade 6 of primary education, male (%)",41.69,HDX-WB
BFA,1979,National,"Repetition rate in Grade 6 of primary education, male (%)",42.7,HDX-WB
BFA,1980,National,"Repetition rate in Grade 6 of primary education, male (%)",40.18,HDX-WB
BFA,1981,National,"Repetition rate in Grade 6 of primary education, male (%)",41.33,HDX-WB
BFA,1982,National,"Repetition rate in Grade 6 of primary education, male (%)",45.92,HDX-WB
BFA,1983,National,"Repetition rate in Grade 6 of primary education, male (%)",46.5,HDX-WB
BFA,1984,National,"Repetition rate in Grade 6 of primary education, male (%)",37.41,HDX-WB
BFA,1986,National,"Repetition rate in Grade 6 of primary education, male (%)",44.26,HDX-WB
BFA,1987,National,"Repetition rate in Grade 6 of primary education, male (%)",39.04,HDX-WB
BFA,1988,National,"Repetition rate in Grade 6 of primary education, male (%)",44.13,HDX-WB
BFA,1989,National,"Repetition rate in Grade 6 of primary education, male (%)",45.21,HDX-WB
BFA,1990,National,"Repetition rate in Grade 6 of primary education, male (%)",45.01,HDX-WB
BFA,1994,National,"Repetition rate in Grade 6 of primary education, male (%)",35.62,HDX-WB
BFA,1998,National,"Repetition rate in Grade 6 of primary education, male (%)",40.5,HDX-WB
BFA,1999,National,"Repetition rate in Grade 6 of primary education, male (%)",35.85,HDX-WB
BFA,2000,National,"Repetition rate in Grade 6 of primary education, male (%)",40.26,HDX-WB
BFA,2001,National,"Repetition rate in Grade 6 of primary education, male (%)",35.36,HDX-WB
BFA,2002,National,"Repetition rate in Grade 6 of primary education, male (%)",33.36,HDX-WB
BFA,2003,National,"Repetition rate in Grade 6 of primary education, male (%)",32.16,HDX-WB
BFA,2004,National,"Repetition rate in Grade 6 of primary education, male (%)",30.33,HDX-WB
BFA,2005,National,"Repetition rate in Grade 6 of primary education, male (%)",31.05,HDX-WB
BFA,2006,National,"Repetition rate in Grade 6 of primary education, male (%)",30.54,HDX-WB
BFA,2007,National,"Repetition rate in Grade 6 of primary education, male (%)",26.79,HDX-WB
BFA,2008,National,"Repetition rate in Grade 6 of primary education, male (%)",30.3,HDX-WB
BFA,2009,National,"Repetition rate in Grade 6 of primary education, male (%)",26.48,HDX-WB
BFA,2011,National,"Repetition rate in Grade 6 of primary education, male (%)",27.22,HDX-WB
BFA,2012,National,"Repetition rate in Grade 6 of primary education, male (%)",23.65,HDX-WB
BFA,2013,National,"Repetition rate in Grade 6 of primary education, male (%)",20.41,HDX-WB
BFA,2014,National,"Repetition rate in Grade 6 of primary education, male (%)",11.58,HDX-WB
BFA,2015,National,"Repetition rate in Grade 6 of primary education, male (%)",14.18,HDX-WB
BFA,2016,National,"Repetition rate in Grade 6 of primary education, male (%)",17.95,HDX-WB
BFA,2017,National,"Repetition rate in Grade 6 of primary education, male (%)",14.2,HDX-WB
BFA,2018,National,"Repetition rate in Grade 6 of primary education, male (%)",16.95,HDX-WB
BFA,1970,National,"School age population, last grade of primary education, both sexes (number)",131713.0,HDX-WB
BFA,1971,National,"School age population, last grade of primary education, both sexes (number)",135247.0,HDX-WB
BFA,1972,National,"School age population, last grade of primary education, both sexes (number)",137090.0,HDX-WB
BFA,1973,National,"School age population, last grade of primary education, both sexes (number)",139192.0,HDX-WB
BFA,1974,National,"School age population, last grade of primary education, both sexes (number)",142249.0,HDX-WB
BFA,1975,National,"School age population, last grade of primary education, both sexes (number)",145933.0,HDX-WB
BFA,1976,National,"School age population, last grade of primary education, both sexes (number)",149593.0,HDX-WB
BFA,1977,National,"School age population, last grade of primary education, both sexes (number)",152382.0,HDX-WB
BFA,1978,National,"School age population, last grade of primary education, both sexes (number)",155754.0,HDX-WB
BFA,1979,National,"School age population, last grade of primary education, both sexes (number)",160018.0,HDX-WB
BFA,1980,National,"School age population, last grade of primary education, both sexes (number)",165307.0,HDX-WB
BFA,1981,National,"School age population, last grade of primary education, both sexes (number)",170419.0,HDX-WB
BFA,1982,National,"School age population, last grade of primary education, both sexes (number)",173107.0,HDX-WB
BFA,1983,National,"School age population, last grade of primary education, both sexes (number)",176221.0,HDX-WB
BFA,1984,National,"School age population, last grade of primary education, both sexes (number)",180714.0,HDX-WB
BFA,1985,National,"School age population, last grade of primary education, both sexes (number)",186030.0,HDX-WB
BFA,1986,National,"School age population, last grade of primary education, both sexes (number)",191873.0,HDX-WB
BFA,1987,National,"School age population, last grade of primary education, both sexes (number)",197448.0,HDX-WB
BFA,1988,National,"School age population, last grade of primary education, both sexes (number)",204341.0,HDX-WB
BFA,1989,National,"School age population, last grade of primary education, both sexes (number)",212127.0,HDX-WB
BFA,1990,National,"School age population, last grade of primary education, both sexes (number)",220786.0,HDX-WB
BFA,1991,National,"School age population, last grade of primary education, both sexes (number)",229277.0,HDX-WB
BFA,1992,National,"School age population, last grade of primary education, both sexes (number)",235768.0,HDX-WB
BFA,1993,National,"School age population, last grade of primary education, both sexes (number)",242413.0,HDX-WB
BFA,1994,National,"School age population, last grade of primary education, both sexes (number)",250105.0,HDX-WB
BFA,1995,National,"School age population, last grade of primary education, both sexes (number)",258776.0,HDX-WB
BFA,1996,National,"School age population, last grade of primary education, both sexes (number)",266945.0,HDX-WB
BFA,1997,National,"School age population, last grade of primary education, both sexes (number)",272434.0,HDX-WB
BFA,1998,National,"School age population, last grade of primary education, both sexes (number)",277952.0,HDX-WB
BFA,1999,National,"School age population, last grade of primary education, both sexes (number)",284685.0,HDX-WB
BFA,2000,National,"School age population, last grade of primary education, both sexes (number)",292264.0,HDX-WB
BFA,2001,National,"School age population, last grade of primary education, both sexes (number)",300038.0,HDX-WB
BFA,2002,National,"School age population, last grade of primary education, both sexes (number)",306864.0,HDX-WB
BFA,2003,National,"School age population, last grade of primary education, both sexes (number)",314764.0,HDX-WB
BFA,2004,National,"School age population, last grade of primary education, both sexes (number)",323826.0,HDX-WB
BFA,2005,National,"School age population, last grade of primary education, both sexes (number)",333864.0,HDX-WB
BFA,2006,National,"School age population, last grade of primary education, both sexes (number)",344188.0,HDX-WB
BFA,2007,National,"School age population, last grade of primary education, both sexes (number)",353457.0,HDX-WB
BFA,2008,National,"School age population, last grade of primary education, both sexes (number)",363601.0,HDX-WB
BFA,2009,National,"School age population, last grade of primary education, both sexes (number)",374867.0,HDX-WB
BFA,2010,National,"School age population, last grade of primary education, both sexes (number)",400336.0,HDX-WB
BFA,2011,National,"School age population, last grade of primary education, both sexes (number)",413076.0,HDX-WB
BFA,2012,National,"School age population, last grade of primary education, both sexes (number)",425623.0,HDX-WB
BFA,2013,National,"School age population, last grade of primary education, both sexes (number)",439163.0,HDX-WB
BFA,2014,National,"School age population, last grade of primary education, both sexes (number)",453279.0,HDX-WB
BFA,2015,National,"School age population, last grade of primary education, both sexes (number)",467909.0,HDX-WB
BFA,2016,National,"School age population, last grade of primary education, both sexes (number)",483153.0,HDX-WB
BFA,2017,National,"School age population, last grade of primary education, both sexes (number)",498997.0,HDX-WB
BFA,2018,National,"School age population, last grade of primary education, both sexes (number)",514958.0,HDX-WB
BFA,2019,National,"School age population, last grade of primary education, both sexes (number)",531264.0,HDX-WB
BFA,2020,National,"School age population, last grade of primary education, both sexes (number)",546968.0,HDX-WB
BFA,1970,National,"School age population, last grade of primary education, female (number)",64880.0,HDX-WB
BFA,1971,National,"School age population, last grade of primary education, female (number)",66577.0,HDX-WB
BFA,1972,National,"School age population, last grade of primary education, female (number)",67508.0,HDX-WB
BFA,1973,National,"School age population, last grade of primary education, female (number)",68572.0,HDX-WB
BFA,1974,National,"School age population, last grade of primary education, female (number)",70086.0,HDX-WB
BFA,1975,National,"School age population, last grade of primary education, female (number)",71901.0,HDX-WB
BFA,1976,National,"School age population, last grade of primary education, female (number)",73705.0,HDX-WB
BFA,1977,National,"School age population, last grade of primary education, female (number)",75111.0,HDX-WB
BFA,1978,National,"School age population, last grade of primary education, female (number)",76790.0,HDX-WB
BFA,1979,National,"School age population, last grade of primary education, female (number)",78896.0,HDX-WB
BFA,1980,National,"School age population, last grade of primary education, female (number)",81490.0,HDX-WB
BFA,1981,National,"School age population, last grade of primary education, female (number)",83986.0,HDX-WB
BFA,1982,National,"School age population, last grade of primary education, female (number)",85365.0,HDX-WB
BFA,1983,National,"School age population, last grade of primary education, female (number)",86927.0,HDX-WB
BFA,1984,National,"School age population, last grade of primary education, female (number)",89139.0,HDX-WB
BFA,1985,National,"School age population, last grade of primary education, female (number)",91732.0,HDX-WB
BFA,1986,National,"School age population, last grade of primary education, female (number)",94567.0,HDX-WB
BFA,1987,National,"School age population, last grade of primary education, female (number)",97348.0,HDX-WB
BFA,1988,National,"School age population, last grade of primary education, female (number)",100746.0,HDX-WB
BFA,1989,National,"School age population, last grade of primary education, female (number)",104556.0,HDX-WB
BFA,1990,National,"School age population, last grade of primary education, female (number)",108772.0,HDX-WB
BFA,1991,National,"School age population, last grade of primary education, female (number)",112891.0,HDX-WB
BFA,1992,National,"School age population, last grade of primary education, female (number)",116105.0,HDX-WB
BFA,1993,National,"School age population, last grade of primary education, female (number)",119373.0,HDX-WB
BFA,1994,National,"School age population, last grade of primary education, female (number)",123133.0,HDX-WB
BFA,1995,National,"School age population, last grade of primary education, female (number)",127361.0,HDX-WB
BFA,1996,National,"School age population, last grade of primary education, female (number)",131344.0,HDX-WB
BFA,1997,National,"School age population, last grade of primary education, female (number)",134088.0,HDX-WB
BFA,1998,National,"School age population, last grade of primary education, female (number)",136840.0,HDX-WB
BFA,1999,National,"School age population, last grade of primary education, female (number)",140172.0,HDX-WB
BFA,2000,National,"School age population, last grade of primary education, female (number)",143899.0,HDX-WB
BFA,2001,National,"School age population, last grade of primary education, female (number)",147709.0,HDX-WB
BFA,2002,National,"School age population, last grade of primary education, female (number)",151117.0,HDX-WB
BFA,2003,National,"School age population, last grade of primary education, female (number)",155014.0,HDX-WB
BFA,2004,National,"School age population, last grade of primary education, female (number)",159446.0,HDX-WB
BFA,2005,National,"School age population, last grade of primary education, female (number)",164325.0,HDX-WB
BFA,2006,National,"School age population, last grade of primary education, female (number)",169330.0,HDX-WB
BFA,2007,National,"School age population, last grade of primary education, female (number)",173898.0,HDX-WB
BFA,2008,National,"School age population, last grade of primary education, female (number)",178852.0,HDX-WB
BFA,2009,National,"School age population, last grade of primary education, female (number)",184317.0,HDX-WB
BFA,2010,National,"School age population, last grade of primary education, female (number)",196718.0,HDX-WB
BFA,2011,National,"School age population, last grade of primary education, female (number)",202860.0,HDX-WB
BFA,2012,National,"School age population, last grade of primary education, female (number)",208937.0,HDX-WB
BFA,2013,National,"School age population, last grade of primary education, female (number)",215491.0,HDX-WB
BFA,2014,National,"School age population, last grade of primary education, female (number)",222298.0,HDX-WB
BFA,2015,National,"School age population, last grade of primary education, female (number)",229385.0,HDX-WB
BFA,2016,National,"School age population, last grade of primary education, female (number)",236885.0,HDX-WB
BFA,2017,National,"School age population, last grade of primary education, female (number)",244821.0,HDX-WB
BFA,2018,National,"School age population, last grade of primary education, female (number)",252758.0,HDX-WB
BFA,2019,National,"School age population, last grade of primary education, female (number)",260836.0,HDX-WB
BFA,2020,National,"School age population, last grade of primary education, female (number)",268589.0,HDX-WB
BFA,1970,National,"School age population, last grade of primary education, male (number)",66833.0,HDX-WB
BFA,1971,National,"School age population, last grade of primary education, male (number)",68670.0,HDX-WB
BFA,1972,National,"School age population, last grade of primary education, male (number)",69582.0,HDX-WB
BFA,1973,National,"School age population, last grade of primary education, male (number)",70620.0,HDX-WB
BFA,1974,National,"School age population, last grade of primary education, male (number)",72163.0,HDX-WB
BFA,1975,National,"School age population, last grade of primary education, male (number)",74032.0,HDX-WB
BFA,1976,National,"School age population, last grade of primary education, male (number)",75888.0,HDX-WB
BFA,1977,National,"School age population, last grade of primary education, male (number)",77271.0,HDX-WB
BFA,1978,National,"School age population, last grade of primary education, male (number)",78964.0,HDX-WB
BFA,1979,National,"School age population, last grade of primary education, male (number)",81122.0,HDX-WB
BFA,1980,National,"School age population, last grade of primary education, male (number)",83817.0,HDX-WB
BFA,1981,National,"School age population, last grade of primary education, male (number)",86433.0,HDX-WB
BFA,1982,National,"School age population, last grade of primary education, male (number)",87742.0,HDX-WB
BFA,1983,National,"School age population, last grade of primary education, male (number)",89294.0,HDX-WB
BFA,1984,National,"School age population, last grade of primary education, male (number)",91575.0,HDX-WB
BFA,1985,National,"School age population, last grade of primary education, male (number)",94298.0,HDX-WB
BFA,1986,National,"School age population, last grade of primary education, male (number)",97306.0,HDX-WB
BFA,1987,National,"School age population, last grade of primary education, male (number)",100100.0,HDX-WB
BFA,1988,National,"School age population, last grade of primary education, male (number)",103595.0,HDX-WB
BFA,1989,National,"School age population, last grade of primary education, male (number)",107571.0,HDX-WB
BFA,1990,National,"School age population, last grade of primary education, male (number)",112014.0,HDX-WB
BFA,1991,National,"School age population, last grade of primary education, male (number)",116386.0,HDX-WB
BFA,1992,National,"School age population, last grade of primary education, male (number)",119663.0,HDX-WB
BFA,1993,National,"School age population, last grade of primary education, male (number)",123040.0,HDX-WB
BFA,1994,National,"School age population, last grade of primary education, male (number)",126972.0,HDX-WB
BFA,1995,National,"School age population, last grade of primary education, male (number)",131415.0,HDX-WB
BFA,1996,National,"School age population, last grade of primary education, male (number)",135601.0,HDX-WB
BFA,1997,National,"School age population, last grade of primary education, male (number)",138346.0,HDX-WB
BFA,1998,National,"School age population, last grade of primary education, male (number)",141112.0,HDX-WB
BFA,1999,National,"School age population, last grade of primary education, male (number)",144513.0,HDX-WB
BFA,2000,National,"School age population, last grade of primary education, male (number)",148365.0,HDX-WB
BFA,2001,National,"School age population, last grade of primary education, male (number)",152329.0,HDX-WB
BFA,2002,National,"School age population, last grade of primary education, male (number)",155747.0,HDX-WB
BFA,2003,National,"School age population, last grade of primary education, male (number)",159750.0,HDX-WB
BFA,2004,National,"School age population, last grade of primary education, male (number)",164380.0,HDX-WB
BFA,2005,National,"School age population, last grade of primary education, male (number)",169539.0,HDX-WB
BFA,2006,National,"School age population, last grade of primary education, male (number)",174858.0,HDX-WB
BFA,2007,National,"School age population, last grade of primary education, male (number)",179559.0,HDX-WB
BFA,2008,National,"School age population, last grade of primary education, male (number)",184749.0,HDX-WB
BFA,2009,National,"School age population, last grade of primary education, male (number)",190550.0,HDX-WB
BFA,2010,National,"School age population, last grade of primary education, male (number)",203618.0,HDX-WB
BFA,2011,National,"School age population, last grade of primary education, male (number)",210216.0,HDX-WB
BFA,2012,National,"School age population, last grade of primary education, male (number)",216686.0,HDX-WB
BFA,2013,National,"School age population, last grade of primary education, male (number)",223672.0,HDX-WB
BFA,2014,National,"School age population, last grade of primary education, male (number)",230981.0,HDX-WB
BFA,2015,National,"School age population, last grade of primary education, male (number)",238524.0,HDX-WB
BFA,2016,National,"School age population, last grade of primary education, male (number)",246268.0,HDX-WB
BFA,2017,National,"School age population, last grade of primary education, male (number)",254176.0,HDX-WB
BFA,2018,National,"School age population, last grade of primary education, male (number)",262200.0,HDX-WB
BFA,2019,National,"School age population, last grade of primary education, male (number)",270428.0,HDX-WB
BFA,2020,National,"School age population, last grade of primary education, male (number)",278379.0,HDX-WB
BFA,1970,National,"School age population, lower secondary education, both sexes (number)",486663.0,HDX-WB
BFA,1971,National,"School age population, lower secondary education, both sexes (number)",500070.0,HDX-WB
BFA,1972,National,"School age population, lower secondary education, both sexes (number)",509494.0,HDX-WB
BFA,1973,National,"School age population, lower secondary education, both sexes (number)",520442.0,HDX-WB
BFA,1974,National,"School age population, lower secondary education, both sexes (number)",532120.0,HDX-WB
BFA,1975,National,"School age population, lower secondary education, both sexes (number)",544300.0,HDX-WB
BFA,1976,National,"School age population, lower secondary education, both sexes (number)",557286.0,HDX-WB
BFA,1977,National,"School age population, lower secondary education, both sexes (number)",566262.0,HDX-WB
BFA,1978,National,"School age population, lower secondary education, both sexes (number)",577543.0,HDX-WB
BFA,1979,National,"School age population, lower secondary education, both sexes (number)",591062.0,HDX-WB
BFA,1980,National,"School age population, lower secondary education, both sexes (number)",607266.0,HDX-WB
BFA,1981,National,"School age population, lower secondary education, both sexes (number)",626666.0,HDX-WB
BFA,1982,National,"School age population, lower secondary education, both sexes (number)",640877.0,HDX-WB
BFA,1983,National,"School age population, lower secondary education, both sexes (number)",657096.0,HDX-WB
BFA,1984,National,"School age population, lower secondary education, both sexes (number)",674256.0,HDX-WB
BFA,1985,National,"School age population, lower secondary education, both sexes (number)",692124.0,HDX-WB
BFA,1986,National,"School age population, lower secondary education, both sexes (number)",711124.0,HDX-WB
BFA,1987,National,"School age population, lower secondary education, both sexes (number)",726255.0,HDX-WB
BFA,1988,National,"School age population, lower secondary education, both sexes (number)",745547.0,HDX-WB
BFA,1989,National,"School age population, lower secondary education, both sexes (number)",769156.0,HDX-WB
BFA,1990,National,"School age population, lower secondary education, both sexes (number)",797128.0,HDX-WB
BFA,1991,National,"School age population, lower secondary education, both sexes (number)",829125.0,HDX-WB
BFA,1992,National,"School age population, lower secondary education, both sexes (number)",857513.0,HDX-WB
BFA,1993,National,"School age population, lower secondary education, both sexes (number)",886896.0,HDX-WB
BFA,1994,National,"School age population, lower secondary education, both sexes (number)",916851.0,HDX-WB
BFA,1995,National,"School age population, lower secondary education, both sexes (number)",947746.0,HDX-WB
BFA,1996,National,"School age population, lower secondary education, both sexes (number)",980398.0,HDX-WB
BFA,1997,National,"School age population, lower secondary education, both sexes (number)",1007574.0,HDX-WB
BFA,1998,National,"School age population, lower secondary education, both sexes (number)",1035664.0,HDX-WB
BFA,1999,National,"School age population, lower secondary education, both sexes (number)",1063524.0,HDX-WB
BFA,2000,National,"School age population, lower secondary education, both sexes (number)",1091191.0,HDX-WB
BFA,2001,National,"School age population, lower secondary education, both sexes (number)",1119577.0,HDX-WB
BFA,2002,National,"School age population, lower secondary education, both sexes (number)",1143215.0,HDX-WB
BFA,2003,National,"School age population, lower secondary education, both sexes (number)",1170326.0,HDX-WB
BFA,2004,National,"School age population, lower secondary education, both sexes (number)",1200755.0,HDX-WB
BFA,2005,National,"School age population, lower secondary education, both sexes (number)",1234591.0,HDX-WB
BFA,2006,National,"School age population, lower secondary education, both sexes (number)",1271786.0,HDX-WB
BFA,2007,National,"School age population, lower secondary education, both sexes (number)",1305536.0,HDX-WB
BFA,2008,National,"School age population, lower secondary education, both sexes (number)",1342571.0,HDX-WB
BFA,2009,National,"School age population, lower secondary education, both sexes (number)",1382487.0,HDX-WB
BFA,2010,National,"School age population, lower secondary education, both sexes (number)",1473343.0,HDX-WB
BFA,2011,National,"School age population, lower secondary education, both sexes (number)",1520742.0,HDX-WB
BFA,2012,National,"School age population, lower secondary education, both sexes (number)",1565832.0,HDX-WB
BFA,2013,National,"School age population, lower secondary education, both sexes (number)",1614788.0,HDX-WB
