name,amenity,country,iso3,source,latitude,longitude,operator,addr_city,building
,school,Burkina Faso,BFA,OSM,12.57278,-1.84878,,,
,college,Burkina Faso,BFA,OSM,12.41834,-1.39769,,,
,school,Burkina Faso,BFA,OSM,11.72772,-0.1985,,,
,school,Burkina Faso,BFA,OSM,11.61461,-0.49998,,,
,school,Burkina Faso,BFA,OSM,11.82297,1.79614,,,
,school,Burkina Faso,BFA,OSM,11.74012,1.77796,,,
,school,Burkina Faso,BFA,OSM,11.79836,1.84832,,,
,school,Burkina Faso,BFA,OSM,12.31835,-1.5192,,,
,school,Burkina Faso,BFA,OSM,12.31876,-1.51998,,,
,school,Burkina Faso,BFA,OSM,11.67978,1.72963,,,
,school,Burkina Faso,BFA,OSM,11.60851,1.59812,,,
,school,Burkina Faso,BFA,OSM,11.17043,-4.3093,,,
,school,Burkina Faso,BFA,OSM,11.1702,-4.30993,,,
,school,Burkina Faso,BFA,OSM,11.1701,-4.30954,,,
,school,Burkina Faso,BFA,OSM,11.17055,-4.30935,,,
,college,Burkina Faso,BFA,OSM,12.04219,-1.61105,,,
,school,Burkina Faso,BFA,OSM,12.06229,-1.33616,,,
,university,Burkina Faso,BFA,OSM,12.07168,-1.33346,,,
,school,Burkina Faso,BFA,OSM,10.61438,-5.10092,,,
,school,Burkina Faso,BFA,OSM,10.61413,-5.10055,,,
,school,Burkina Faso,BFA,OSM,14.18444,-0.24161,,,
,school,Burkina Faso,BFA,OSM,11.86323,1.69599,,,
,school,Burkina Faso,BFA,OSM,11.18711,-4.31501,,,
,school,Burkina Faso,BFA,OSM,12.15062,-1.49447,,,
,school,Burkina Faso,BFA,OSM,12.16619,-1.38609,,,
,school,Burkina Faso,BFA,OSM,12.17727,-1.4035,,,
,school,Burkina Faso,BFA,OSM,11.93596,-1.42255,,,
,school,Burkina Faso,BFA,OSM,11.99445,-1.3807,,,
,school,Burkina Faso,BFA,OSM,12.05373,-1.3267,,,
,university,Burkina Faso,BFA,OSM,12.05806,-1.38419,,,
,school,Burkina Faso,BFA,OSM,12.05509,-1.40027,,,
,school,Burkina Faso,BFA,OSM,12.65844,-1.5433,,,
,school,Burkina Faso,BFA,OSM,14.10087,-1.62201,,,
,school,Burkina Faso,BFA,OSM,14.22141,-0.85339,,,
,school,Burkina Faso,BFA,OSM,12.26616,-1.73204,,,
,school,Burkina Faso,BFA,OSM,12.27416,-1.69655,,,
,school,Burkina Faso,BFA,OSM,12.20896,-1.55845,,,
,school,Burkina Faso,BFA,OSM,11.07639,-4.1013,,,
,school,Burkina Faso,BFA,OSM,13.43077,-1.50451,,,
,school,Burkina Faso,BFA,OSM,13.43032,-1.50389,,,
,school,Burkina Faso,BFA,OSM,12.74457,1.05698,,,
,school,Burkina Faso,BFA,OSM,14.64327,0.15293,,,
,school,Burkina Faso,BFA,OSM,12.41303,1.8012,,,
,school,Burkina Faso,BFA,OSM,12.26155,1.5502,,,
,school,Burkina Faso,BFA,OSM,12.3203,1.61867,,,
,school,Burkina Faso,BFA,OSM,12.314,1.65473,,,
,school,Burkina Faso,BFA,OSM,12.27768,-2.14311,,,
,school,Burkina Faso,BFA,OSM,12.28035,-2.15105,,,
,school,Burkina Faso,BFA,OSM,12.21641,-2.12076,,,
,school,Burkina Faso,BFA,OSM,12.22799,-2.09545,,,
,school,Burkina Faso,BFA,OSM,12.87401,-1.59464,,,
,school,Burkina Faso,BFA,OSM,12.38828,1.55103,,,
,school,Burkina Faso,BFA,OSM,12.47928,1.52167,,,
,school,Burkina Faso,BFA,OSM,12.48799,1.52245,,,
,school,Burkina Faso,BFA,OSM,14.21796,-1.97352,,,
,school,Burkina Faso,BFA,OSM,14.09708,-1.62282,,,
,school,Burkina Faso,BFA,OSM,14.09925,-1.62257,,,
,school,Burkina Faso,BFA,OSM,13.01214,0.63718,,,
,school,Burkina Faso,BFA,OSM,13.02642,0.64954,,,
,school,Burkina Faso,BFA,OSM,13.03403,0.73427,,,
,school,Burkina Faso,BFA,OSM,12.90593,0.68281,,,
,school,Burkina Faso,BFA,OSM,12.22233,-1.35543,,,
,school,Burkina Faso,BFA,OSM,12.50263,-1.55921,,,
,school,Burkina Faso,BFA,OSM,12.4777,-1.55338,,,
,school,Burkina Faso,BFA,OSM,12.48264,-1.55903,,,
,school,Burkina Faso,BFA,OSM,12.40796,1.64385,,,
,school,Burkina Faso,BFA,OSM,12.40064,1.61367,,,
,school,Burkina Faso,BFA,OSM,12.41599,1.5779,,,
,school,Burkina Faso,BFA,OSM,12.43984,1.74298,,,
,school,Burkina Faso,BFA,OSM,12.45034,1.85,,,
,school,Burkina Faso,BFA,OSM,12.34731,1.88332,,,
,school,Burkina Faso,BFA,OSM,12.60508,2.00334,,,
,school,Burkina Faso,BFA,OSM,12.48014,2.02096,,,
,school,Burkina Faso,BFA,OSM,12.45419,2.07889,,,
,school,Burkina Faso,BFA,OSM,12.35479,1.46679,,,
,school,Burkina Faso,BFA,OSM,12.26254,1.3724,,,
,school,Burkina Faso,BFA,OSM,12.30022,1.42711,,,
,school,Burkina Faso,BFA,OSM,12.35112,1.28009,,,
,school,Burkina Faso,BFA,OSM,12.34017,1.38927,,,
,school,Burkina Faso,BFA,OSM,12.32905,1.34993,,,
,school,Burkina Faso,BFA,OSM,12.16369,1.29198,,,
,school,Burkina Faso,BFA,OSM,12.06319,0.37422,,,
,school,Burkina Faso,BFA,OSM,12.90413,0.90597,,,
,school,Burkina Faso,BFA,OSM,12.92993,0.88536,,,
,school,Burkina Faso,BFA,OSM,13.02944,0.55072,,,
,school,Burkina Faso,BFA,OSM,12.99886,0.57975,,,
,school,Burkina Faso,BFA,OSM,12.87039,0.66749,,,
,school,Burkina Faso,BFA,OSM,12.93302,0.60459,,,
,school,Burkina Faso,BFA,OSM,12.98469,0.51149,,,
,school,Burkina Faso,BFA,OSM,13.05368,0.41671,,,
,school,Burkina Faso,BFA,OSM,12.99128,0.48477,,,
,school,Burkina Faso,BFA,OSM,12.80431,0.42054,,,
,school,Burkina Faso,BFA,OSM,12.79061,0.45695,,,
,school,Burkina Faso,BFA,OSM,12.50904,-1.44314,,,
,school,Burkina Faso,BFA,OSM,12.2839,1.94407,,,
,school,Burkina Faso,BFA,OSM,12.23761,-1.43044,,,
,school,Burkina Faso,BFA,OSM,12.25704,-1.42529,,,
,school,Burkina Faso,BFA,OSM,12.57175,2.06685,,,
,school,Burkina Faso,BFA,OSM,12.59253,2.03092,,,
,school,Burkina Faso,BFA,OSM,12.61514,2.17794,,,
,school,Burkina Faso,BFA,OSM,12.60437,2.13076,,,
,school,Burkina Faso,BFA,OSM,12.62819,2.06936,,,
,school,Burkina Faso,BFA,OSM,12.65774,2.06071,,,
,school,Burkina Faso,BFA,OSM,12.63417,2.13245,,,
,school,Burkina Faso,BFA,OSM,12.66318,2.1187,,,
,school,Burkina Faso,BFA,OSM,12.70511,2.11136,,,
,school,Burkina Faso,BFA,OSM,12.70164,2.109,,,
,school,Burkina Faso,BFA,OSM,12.19613,-1.40183,,,
,school,Burkina Faso,BFA,OSM,12.68911,2.06079,,,
,school,Burkina Faso,BFA,OSM,12.70871,1.99394,,,
,school,Burkina Faso,BFA,OSM,12.70894,1.3371,,,
,school,Burkina Faso,BFA,OSM,12.21008,-1.35458,,,
,school,Burkina Faso,BFA,OSM,12.52267,-1.41043,,,
,school,Burkina Faso,BFA,OSM,12.41044,0.88295,,,
,school,Burkina Faso,BFA,OSM,12.7015,1.13043,,,
,school,Burkina Faso,BFA,OSM,12.42985,1.52573,,,
,school,Burkina Faso,BFA,OSM,12.40107,1.10792,,,
,school,Burkina Faso,BFA,OSM,12.42154,2.15718,,,
,school,Burkina Faso,BFA,OSM,12.1991,-1.40578,,,
,school,Burkina Faso,BFA,OSM,12.21634,-1.79642,,,
,school,Burkina Faso,BFA,OSM,12.19585,-1.41182,,,
,school,Burkina Faso,BFA,OSM,12.50622,2.17457,,,
,school,Burkina Faso,BFA,OSM,14.4616,-0.55154,,,
,school,Burkina Faso,BFA,OSM,12.65713,-2.31554,,,
,school,Burkina Faso,BFA,OSM,12.70844,-2.26725,,,
,school,Burkina Faso,BFA,OSM,13.67205,-2.34756,,,
,school,Burkina Faso,BFA,OSM,12.66271,1.93584,,,
,school,Burkina Faso,BFA,OSM,12.64912,2.00056,,,
,school,Burkina Faso,BFA,OSM,12.60411,1.91643,,,
,school,Burkina Faso,BFA,OSM,12.5988,1.87843,,,
,school,Burkina Faso,BFA,OSM,12.56944,1.94691,,,
,school,Burkina Faso,BFA,OSM,12.5701,1.94813,,,
,school,Burkina Faso,BFA,OSM,12.52832,1.86617,,,
,school,Burkina Faso,BFA,OSM,12.53225,1.64179,,,
,school,Burkina Faso,BFA,OSM,12.58429,1.56224,,,
,school,Burkina Faso,BFA,OSM,13.33984,-3.80221,,,
,school,Burkina Faso,BFA,OSM,13.40354,-2.60547,,,
,school,Burkina Faso,BFA,OSM,13.72745,-2.67905,,,
,school,Burkina Faso,BFA,OSM,13.79699,-2.32267,,,
,school,Burkina Faso,BFA,OSM,12.02974,1.78671,,,
,school,Burkina Faso,BFA,OSM,11.93492,1.67777,,,
,school,Burkina Faso,BFA,OSM,12.05781,-2.23869,,,
,school,Burkina Faso,BFA,OSM,12.05962,-2.22478,,,
,school,Burkina Faso,BFA,OSM,12.0698,-2.20324,,,
,school,Burkina Faso,BFA,OSM,12.11947,-2.11231,,,
,school,Burkina Faso,BFA,OSM,13.95907,0.31257,,,
,school,Burkina Faso,BFA,OSM,12.19713,-1.8774,,,
,school,Burkina Faso,BFA,OSM,12.19806,-1.87725,,,
,school,Burkina Faso,BFA,OSM,12.19423,-1.8979,,,
,school,Burkina Faso,BFA,OSM,12.24398,-1.42427,,,
,school,Burkina Faso,BFA,OSM,13.97227,-0.6371,,,
,school,Burkina Faso,BFA,OSM,13.99953,-0.53236,,,
,school,Burkina Faso,BFA,OSM,12.21986,-1.41961,,,
,school,Burkina Faso,BFA,OSM,14.32271,-0.56307,,,
,school,Burkina Faso,BFA,OSM,13.58559,-2.41886,,,
,school,Burkina Faso,BFA,OSM,13.56629,-2.38357,,,
,school,Burkina Faso,BFA,OSM,13.57147,-2.42219,,,
,school,Burkina Faso,BFA,OSM,13.5663,-2.4265,,,
,school,Burkina Faso,BFA,OSM,13.56511,-2.42839,,,
,school,Burkina Faso,BFA,OSM,13.56853,-2.45651,,,
,school,Burkina Faso,BFA,OSM,13.56019,-2.44891,,,
,school,Burkina Faso,BFA,OSM,13.83472,-2.20476,,,
,school,Burkina Faso,BFA,OSM,13.86263,-2.21282,,,
,school,Burkina Faso,BFA,OSM,13.94748,-2.21576,,,
,school,Burkina Faso,BFA,OSM,13.94674,-2.21598,,,
,school,Burkina Faso,BFA,OSM,12.20137,-1.87728,,,
,school,Burkina Faso,BFA,OSM,12.20261,-1.87218,,,
,school,Burkina Faso,BFA,OSM,12.20539,-1.88388,,,
,school,Burkina Faso,BFA,OSM,12.19158,-1.87665,,,
,school,Burkina Faso,BFA,OSM,14.30336,-0.78078,,,
,school,Burkina Faso,BFA,OSM,14.43871,-0.75763,,,
,school,Burkina Faso,BFA,OSM,14.04585,-0.73965,,,
,school,Burkina Faso,BFA,OSM,14.23839,-0.87553,,,
,school,Burkina Faso,BFA,OSM,14.10947,-1.02939,,,
,school,Burkina Faso,BFA,OSM,14.03513,-0.52474,,,
,school,Burkina Faso,BFA,OSM,13.85591,-1.11289,,,
,school,Burkina Faso,BFA,OSM,13.89277,-1.16989,,,
,school,Burkina Faso,BFA,OSM,14.06311,-1.59511,,,
,school,Burkina Faso,BFA,OSM,14.01904,-0.60848,,,
,school,Burkina Faso,BFA,OSM,14.13963,-0.81171,,,
,school,Burkina Faso,BFA,OSM,14.0698,-1.52123,,,
,school,Burkina Faso,BFA,OSM,14.0799,-0.71181,,,
,school,Burkina Faso,BFA,OSM,13.99515,-0.73295,,,
,school,Burkina Faso,BFA,OSM,13.8656,-0.90175,,,
,school,Burkina Faso,BFA,OSM,13.90074,-0.86856,,,
,school,Burkina Faso,BFA,OSM,13.88425,-0.96132,,,
,school,Burkina Faso,BFA,OSM,13.89693,-1.23373,,,
,school,Burkina Faso,BFA,OSM,13.82061,-1.28837,,,
,school,Burkina Faso,BFA,OSM,13.83095,-1.27539,,,
,school,Burkina Faso,BFA,OSM,13.8271,-1.36407,,,
,school,Burkina Faso,BFA,OSM,13.81305,-1.38502,,,
,school,Burkina Faso,BFA,OSM,13.90929,-1.43439,,,
,school,Burkina Faso,BFA,OSM,13.88587,-1.44023,,,
,school,Burkina Faso,BFA,OSM,13.85761,-1.38123,,,
,school,Burkina Faso,BFA,OSM,13.97659,-1.36832,,,
,school,Burkina Faso,BFA,OSM,13.8476,-1.61313,,,
,school,Burkina Faso,BFA,OSM,13.90191,-1.76479,,,
,school,Burkina Faso,BFA,OSM,14.30973,-0.65645,,,
,school,Burkina Faso,BFA,OSM,14.31146,-0.74222,,,
,school,Burkina Faso,BFA,OSM,14.05961,-1.64691,,,
,school,Burkina Faso,BFA,OSM,14.02758,-1.57075,,,
,school,Burkina Faso,BFA,OSM,14.04249,-1.4531,,,
,school,Burkina Faso,BFA,OSM,14.08707,-1.37173,,,
,school,Burkina Faso,BFA,OSM,14.07336,-1.16126,,,
,school,Burkina Faso,BFA,OSM,14.07907,-1.08205,,,
,school,Burkina Faso,BFA,OSM,14.00859,-0.98584,,,
,school,Burkina Faso,BFA,OSM,14.04473,-0.93037,,,
,school,Burkina Faso,BFA,OSM,14.27075,-1.22986,,,
,school,Burkina Faso,BFA,OSM,14.27978,-1.04598,,,
,school,Burkina Faso,BFA,OSM,14.29438,-1.27662,,,
,school,Burkina Faso,BFA,OSM,14.34587,-1.25901,,,
,school,Burkina Faso,BFA,OSM,14.42099,-1.39718,,,
,school,Burkina Faso,BFA,OSM,13.9556,-0.75442,,,
,school,Burkina Faso,BFA,OSM,13.93697,-0.74556,,,
,school,Burkina Faso,BFA,OSM,14.2944,-0.90371,,,
,school,Burkina Faso,BFA,OSM,14.30829,-0.88249,,,
,school,Burkina Faso,BFA,OSM,14.30522,-0.83885,,,
,school,Burkina Faso,BFA,OSM,14.28689,-0.79537,,,
,school,Burkina Faso,BFA,OSM,14.23255,-0.8712,,,
,school,Burkina Faso,BFA,OSM,14.00668,-0.95139,,,
,school,Burkina Faso,BFA,OSM,13.98925,-1.02615,,,
,school,Burkina Faso,BFA,OSM,14.00312,-1.11153,,,
,school,Burkina Faso,BFA,OSM,13.90688,-1.298,,,
,school,Burkina Faso,BFA,OSM,13.84325,-0.92863,,,
,school,Burkina Faso,BFA,OSM,13.92865,-1.58619,,,
,school,Burkina Faso,BFA,OSM,14.02148,-1.59157,,,
,school,Burkina Faso,BFA,OSM,14.02459,-1.63791,,,
,school,Burkina Faso,BFA,OSM,13.84807,-0.98754,,,
,school,Burkina Faso,BFA,OSM,13.86196,-0.95763,,,
,school,Burkina Faso,BFA,OSM,12.53097,-2.86962,,,
,school,Burkina Faso,BFA,OSM,12.54113,-2.74849,,,
,school,Burkina Faso,BFA,OSM,12.55108,-2.74798,,,
,school,Burkina Faso,BFA,OSM,10.60405,-5.34398,,,
,school,Burkina Faso,BFA,OSM,10.63197,-5.33063,,,
,school,Burkina Faso,BFA,OSM,11.76242,-2.92615,,,
,school,Burkina Faso,BFA,OSM,11.76245,-2.92584,,,
,school,Burkina Faso,BFA,OSM,14.45398,-1.18,,,
,school,Burkina Faso,BFA,OSM,14.50569,-1.02158,,,
,school,Burkina Faso,BFA,OSM,14.39655,-1.02528,,,
,school,Burkina Faso,BFA,OSM,14.42991,-0.94058,,,
,school,Burkina Faso,BFA,OSM,11.19908,-4.29523,,,
,school,Burkina Faso,BFA,OSM,11.19804,-4.29543,,,
,school,Burkina Faso,BFA,OSM,12.42353,-1.54132,,,
,school,Burkina Faso,BFA,OSM,11.76581,-2.93309,,,
,school,Burkina Faso,BFA,OSM,11.76585,-2.93284,,,
,school,Burkina Faso,BFA,OSM,11.76589,-2.93259,,,
,school,Burkina Faso,BFA,OSM,12.29014,-1.54904,,,
,school,Burkina Faso,BFA,OSM,10.82423,-4.63208,,,
,school,Burkina Faso,BFA,OSM,10.82809,-4.62576,,,
,school,Burkina Faso,BFA,OSM,10.81293,-4.64468,,,
,school,Burkina Faso,BFA,OSM,10.8422,-4.61895,,,
,school,Burkina Faso,BFA,OSM,10.84171,-4.61884,,,
,school,Burkina Faso,BFA,OSM,11.76494,-2.93243,,,
,school,Burkina Faso,BFA,OSM,11.76515,-2.93262,,,
,school,Burkina Faso,BFA,OSM,11.76528,-2.93246,,,
,school,Burkina Faso,BFA,OSM,12.87705,-0.74822,,,
,school,Burkina Faso,BFA,OSM,12.87696,-0.74767,,,
,school,Burkina Faso,BFA,OSM,12.87667,-0.74814,,,
,school,Burkina Faso,BFA,OSM,13.43922,-0.64712,,,
,school,Burkina Faso,BFA,OSM,13.34713,-1.36711,,,
,school,Burkina Faso,BFA,OSM,12.74569,-3.8633,,,
,school,Burkina Faso,BFA,OSM,12.74823,-3.8653,,,
,school,Burkina Faso,BFA,OSM,12.7317,-3.87702,,,
,school,Burkina Faso,BFA,OSM,12.7294,-3.86033,,,
,school,Burkina Faso,BFA,OSM,12.73738,-3.85089,,,
,school,Burkina Faso,BFA,OSM,12.74672,-3.85852,,,
,school,Burkina Faso,BFA,OSM,12.73402,-3.84056,,,
,school,Burkina Faso,BFA,OSM,12.73341,-3.84677,,,
,school,Burkina Faso,BFA,OSM,12.73822,-3.8454,,,
,school,Burkina Faso,BFA,OSM,11.76593,-2.93233,,,
,school,Burkina Faso,BFA,OSM,11.76561,-2.93198,,,
,school,Burkina Faso,BFA,OSM,11.76532,-2.93202,,,
,school,Burkina Faso,BFA,OSM,11.76512,-2.93222,,,
,school,Burkina Faso,BFA,OSM,10.46845,-4.00223,,,
,school,Burkina Faso,BFA,OSM,10.39539,-4.07854,,,
,school,Burkina Faso,BFA,OSM,12.73524,-3.86024,,,
,school,Burkina Faso,BFA,OSM,12.73819,-3.85765,,,
,school,Burkina Faso,BFA,OSM,12.73649,-3.85824,,,
,school,Burkina Faso,BFA,OSM,12.73579,-3.85595,,,
,school,Burkina Faso,BFA,OSM,12.71981,-3.85649,,,
,school,Burkina Faso,BFA,OSM,12.72663,-3.8656,,,
,school,Burkina Faso,BFA,OSM,12.72729,-3.85539,,,
,school,Burkina Faso,BFA,OSM,12.17375,-1.56941,,,
,school,Burkina Faso,BFA,OSM,12.74664,-3.84325,,,
,school,Burkina Faso,BFA,OSM,12.72966,-3.84366,,,
,school,Burkina Faso,BFA,OSM,12.72037,-3.85204,,,
,school,Burkina Faso,BFA,OSM,10.35571,-4.08977,,,
,school,Burkina Faso,BFA,OSM,10.3732,-4.19829,,,
,school,Burkina Faso,BFA,OSM,10.38351,-4.03548,,,
,school,Burkina Faso,BFA,OSM,10.42497,-4.00988,,,
,school,Burkina Faso,BFA,OSM,10.4261,-4.00935,,,
,school,Burkina Faso,BFA,OSM,10.45236,-4.10387,,,
,school,Burkina Faso,BFA,OSM,14.43463,-1.81675,,,
,kindergarten,Burkina Faso,BFA,OSM,14.12325,-2.09322,,,
,school,Burkina Faso,BFA,OSM,11.88473,-3.47215,,,
,school,Burkina Faso,BFA,OSM,12.17822,-1.63301,,,
,school,Burkina Faso,BFA,OSM,12.10551,-1.56717,,,
,school,Burkina Faso,BFA,OSM,12.14594,-1.56379,,,
,school,Burkina Faso,BFA,OSM,12.14908,-1.565,,,
,school,Burkina Faso,BFA,OSM,12.16211,-1.56022,,,
,kindergarten,Burkina Faso,BFA,OSM,10.63724,-4.73266,,,
,school,Burkina Faso,BFA,OSM,12.99664,0.23727,,,
,kindergarten,Burkina Faso,BFA,OSM,12.39147,-1.42752,,,
,school,Burkina Faso,BFA,OSM,12.59086,-1.93101,,,
,school,Burkina Faso,BFA,OSM,12.60719,-1.94969,,,
,school,Burkina Faso,BFA,OSM,12.45284,-1.43592,,,
,school,Burkina Faso,BFA,OSM,13.56249,-1.4146,,,
,school,Burkina Faso,BFA,OSM,13.90173,-1.76483,,,
,school,Burkina Faso,BFA,OSM,13.90204,-1.76474,,,
,school,Burkina Faso,BFA,OSM,12.69802,-1.92841,,,
,school,Burkina Faso,BFA,OSM,12.55863,-1.89495,,,
,school,Burkina Faso,BFA,OSM,12.49096,-2.26345,,,
,school,Burkina Faso,BFA,OSM,10.71042,-4.72342,,,
,school,Burkina Faso,BFA,OSM,10.7103,-4.72307,,,
,school,Burkina Faso,BFA,OSM,10.70804,-4.7163,,,
,school,Burkina Faso,BFA,OSM,10.70805,-4.71597,,,
,school,Burkina Faso,BFA,OSM,12.17274,-1.5683,,,
,school,Burkina Faso,BFA,OSM,12.25404,-1.56833,,,
,school,Burkina Faso,BFA,OSM,12.23697,-1.61188,,,
,school,Burkina Faso,BFA,OSM,10.63738,-4.73336,,,
,school,Burkina Faso,BFA,OSM,13.69274,-1.72075,,,
,school,Burkina Faso,BFA,OSM,13.17969,-2.12378,,,
,school,Burkina Faso,BFA,OSM,13.26726,-2.1592,,,
,school,Burkina Faso,BFA,OSM,13.29731,-2.16001,,,
,school,Burkina Faso,BFA,OSM,12.57987,-1.42027,,,
,school,Burkina Faso,BFA,OSM,12.64985,-1.41101,,,
,school,Burkina Faso,BFA,OSM,12.546,-1.24244,,,
,school,Burkina Faso,BFA,OSM,12.53039,-1.76949,,,
,school,Burkina Faso,BFA,OSM,10.7605,-4.62453,,,
,school,Burkina Faso,BFA,OSM,10.7604,-4.62486,,,
,school,Burkina Faso,BFA,OSM,10.64631,-4.74232,,,
,school,Burkina Faso,BFA,OSM,10.64647,-4.74191,,,
,school,Burkina Faso,BFA,OSM,13.64537,-1.49561,,,
,school,Burkina Faso,BFA,OSM,13.64547,-1.49515,,,
,school,Burkina Faso,BFA,OSM,13.63677,-1.55568,,,
,school,Burkina Faso,BFA,OSM,13.63624,-1.55575,,,
,school,Burkina Faso,BFA,OSM,13.82628,-1.47703,,,
,university,Burkina Faso,BFA,OSM,12.39256,-1.41008,,,
,school,Burkina Faso,BFA,OSM,13.86193,-0.95772,,,
,school,Burkina Faso,BFA,OSM,13.72812,-1.18769,,,
,school,Burkina Faso,BFA,OSM,12.40589,-0.69494,,,
,college,Burkina Faso,BFA,OSM,12.42131,-1.39568,,,
,school,Burkina Faso,BFA,OSM,13.97609,-0.89828,,,
,school,Burkina Faso,BFA,OSM,13.99586,-1.11199,,,
,school,Burkina Faso,BFA,OSM,13.9901,-1.07904,,,
,school,Burkina Faso,BFA,OSM,13.98566,-1.09676,,,
,school,Burkina Faso,BFA,OSM,14.00629,-0.95107,,,
,school,Burkina Faso,BFA,OSM,13.85912,-1.16193,,,
,school,Burkina Faso,BFA,OSM,13.69211,-1.72073,,,
,school,Burkina Faso,BFA,OSM,12.29745,-1.5581,,,
,school,Burkina Faso,BFA,OSM,13.3917,-2.16091,,,
,school,Burkina Faso,BFA,OSM,13.39127,-2.16091,,,
,school,Burkina Faso,BFA,OSM,13.23573,-1.94147,,,
,school,Burkina Faso,BFA,OSM,13.23556,-1.94123,,,
,school,Burkina Faso,BFA,OSM,13.35111,-1.89914,,,
,school,Burkina Faso,BFA,OSM,13.24205,-1.93642,,,
,school,Burkina Faso,BFA,OSM,13.26386,-1.94041,,,
,school,Burkina Faso,BFA,OSM,13.21776,-1.96572,,,
,school,Burkina Faso,BFA,OSM,12.06698,0.35186,,,
,school,Burkina Faso,BFA,OSM,12.05619,0.37414,,,
,school,Burkina Faso,BFA,OSM,12.05772,0.36337,,,
,school,Burkina Faso,BFA,OSM,13.80584,-1.56975,,,
,school,Burkina Faso,BFA,OSM,12.28608,-1.61658,,,
,school,Burkina Faso,BFA,OSM,12.27772,-1.58802,,,
,school,Burkina Faso,BFA,OSM,12.25202,-1.60003,,,
,school,Burkina Faso,BFA,OSM,12.40763,-1.43317,,,
,school,Burkina Faso,BFA,OSM,12.41532,-1.43892,,,
,school,Burkina Faso,BFA,OSM,12.40708,-1.427,,,
,school,Burkina Faso,BFA,OSM,12.40554,-1.43036,,,
,school,Burkina Faso,BFA,OSM,12.2871,-1.53534,,,
,school,Burkina Faso,BFA,OSM,12.29006,-1.5311,,,
,school,Burkina Faso,BFA,OSM,12.29739,-1.5351,,,
,school,Burkina Faso,BFA,OSM,12.18757,-2.43088,,,
,school,Burkina Faso,BFA,OSM,12.28594,-1.55109,,,
,school,Burkina Faso,BFA,OSM,13.5907,-1.73402,,,
,school,Burkina Faso,BFA,OSM,13.58989,-1.73375,,,
,school,Burkina Faso,BFA,OSM,13.54934,-1.618,,,
,school,Burkina Faso,BFA,OSM,13.54936,-1.61766,,,
,school,Burkina Faso,BFA,OSM,12.29232,-1.61375,,,
,school,Burkina Faso,BFA,OSM,12.29948,-1.62141,,,
,school,Burkina Faso,BFA,OSM,12.2987,-1.62081,,,
,university,Burkina Faso,BFA,OSM,12.25543,-1.563,,,
,school,Burkina Faso,BFA,OSM,12.30285,-1.57786,,,
,school,Burkina Faso,BFA,OSM,12.29471,-1.58114,,,
,school,Burkina Faso,BFA,OSM,13.51572,-1.51015,,,
,school,Burkina Faso,BFA,OSM,13.49324,-1.51213,,,
,school,Burkina Faso,BFA,OSM,13.49367,-1.51243,,,
,school,Burkina Faso,BFA,OSM,13.70255,-1.17457,,,
,school,Burkina Faso,BFA,OSM,13.60622,-1.18774,,,
,school,Burkina Faso,BFA,OSM,13.60623,-1.18736,,,
,school,Burkina Faso,BFA,OSM,12.46961,-2.19753,,,
,school,Burkina Faso,BFA,OSM,13.66381,-1.47279,,,
,school,Burkina Faso,BFA,OSM,12.99729,-1.79602,,,
,school,Burkina Faso,BFA,OSM,12.96444,-1.84065,,,
,school,Burkina Faso,BFA,OSM,13.57704,-2.40457,,,
,school,Burkina Faso,BFA,OSM,10.8789,-3.9381,,,
,school,Burkina Faso,BFA,OSM,12.22847,-1.42231,,,
,school,Burkina Faso,BFA,OSM,13.60023,-1.8461,,,
,school,Burkina Faso,BFA,OSM,13.21731,-1.63806,,,
,school,Burkina Faso,BFA,OSM,13.25113,-1.66881,,,
,school,Burkina Faso,BFA,OSM,13.2507,-1.66884,,,
,school,Burkina Faso,BFA,OSM,12.6878,0.49383,,,
,school,Burkina Faso,BFA,OSM,12.73931,0.50452,,,
,school,Burkina Faso,BFA,OSM,12.51504,0.81672,,,
,school,Burkina Faso,BFA,OSM,12.51502,0.81645,,,
,school,Burkina Faso,BFA,OSM,13.43025,-1.50456,,,
,school,Burkina Faso,BFA,OSM,13.43026,-1.50422,,,
,school,Burkina Faso,BFA,OSM,13.41676,-1.48001,,,
,school,Burkina Faso,BFA,OSM,13.43031,-1.48656,,,
,school,Burkina Faso,BFA,OSM,13.60963,-1.48975,,,
,school,Burkina Faso,BFA,OSM,13.60941,-1.48975,,,
,school,Burkina Faso,BFA,OSM,13.55352,-1.5008,,,
,school,Burkina Faso,BFA,OSM,13.21204,-1.52119,,,
,school,Burkina Faso,BFA,OSM,13.20137,-1.52786,,,
,school,Burkina Faso,BFA,OSM,13.20137,-1.52745,,,
,school,Burkina Faso,BFA,OSM,13.4811,-1.31694,,,
,school,Burkina Faso,BFA,OSM,13.48112,-1.31662,,,
,school,Burkina Faso,BFA,OSM,13.18559,-1.30098,,,
,school,Burkina Faso,BFA,OSM,13.08337,-1.60282,,,
,school,Burkina Faso,BFA,OSM,13.08358,-1.60246,,,
,school,Burkina Faso,BFA,OSM,13.11833,-1.60872,,,
,school,Burkina Faso,BFA,OSM,13.48356,-1.16167,,,
,school,Burkina Faso,BFA,OSM,13.59873,-1.86104,,,
,school,Burkina Faso,BFA,OSM,13.59868,-1.86075,,,
,school,Burkina Faso,BFA,OSM,13.21802,-1.63758,,,
